Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
May-11,OTHER,4,4,0,0,0,0,0,0,0,0
May-11,STORM,31,1,0,0,825,0,5554,0,0,0
May-11,THUNDER LIGHTING STROKE,2,0,4,0,0,0,0,0,0,0
Jun-11,FIRE,75,0,0,0,45,11,246,0,0,0
Jun-11,FLOOD,4,0,0,0,10,0,0,0,0,0
Jun-11,LANDSLIDE,1,2,0,0,3,0,101,0,0,21
Jun-11,OTHER,2,2,0,0,0,0,0,0,0,0
Jun-11,RIVERBANK EROSION,2,0,0,0,28,0,134,0,0,0
Jun-11,STORM,13,0,0,0,124,29,663,0,0,0
Jun-11,THUNDER LIGHTING STROKE,2,2,2,0,0,0,0,0,0,0
Jul-11,FIRE,85,4,8,4,77,14,254,0,0,0
Jul-11,FLOOD,50,0,0,0,1658,0,7094,0,0,808
Jul-11,INDUSTRIAL FIRE,1,0,0,0,0,0,0,0,0,0
Jul-11,STORM,2,0,0,0,0,20,41,0,0,0
Jul-11,THUNDER LIGHTING STROKE,1,2,0,0,0,0,0,0,0,0
Aug-11,FIRE,50,0,0,1,32,4,61,0,0,0
Aug-11,FLOOD,35,0,0,0,1070,2234,25665,0,0,0
Aug-11,LANDSLIDE,2,0,0,0,32,0,202,0,0,0
Aug-11,RIVER FLOOD,2,0,0,0,0,0,0,0,0,0
Aug-11,STORM,25,0,0,0,20,0,88,0,0,0
Aug-11,THUNDER LIGHTING STROKE,5,11,0,0,0,0,0,0,0,0
Sep-11,FIRE,54,0,1,2,48,4,291,0,0,0
Sep-11,FLOOD,15,0,0,0,1066,326,14450,0,0,10770
Sep-11,RIVERBANK EROSION,6,0,0,0,42,82,518,0,0,0
Sep-11,STORM,1,0,0,0,0,0,0,0,0,0
Oct-11,FIRE,74,1,2,5,41,6,142,0,0,0
Oct-11,FLOOD,68,0,0,0,14987,28400,265217,0,0,0
Oct-11,LANDSLIDE,1,2,0,0,0,0,0,0,0,0
Oct-11,RIVERBANK EROSION,3,0,0,0,114,0,732,0,0,0
Oct-11,STORM,2,6,0,0,0,0,0,0,0,0
Oct-11,THUNDER LIGHTING STROKE,3,3,0,0,0,0,0,0,0,0
Nov-11,FIRE,134,9,11,1,966,28,2080,0,0,0
Nov-11,FLOOD,8,0,0,0,5006,1004,23408,0,0,0
Nov-11,RIVERBANK EROSION,2,0,0,0,110,0,438,0,0,0
Nov-11,STORM,3,0,0,0,21,0,107,0,0,0
Dec-11,EARTHQUAKE,2,0,0,0,0,0,0,0,0,0
Dec-11,FIRE,127,19,93,4,425,23,3487,0,0,0
2012/00,EPIDEMIC/PANDEMIC,18,0,0,0,0,0,4951,0,0,0
2012/00,FIRE,1,1,1,0,7,0,27,0,0,0
2012/00,FLOOD,8,0,0,0,0,0,0,0,0,0
2012/00,RIVERBANK EROSION,2,0,0,0,0,0,0,0,0,0
Jan-12,FIRE,41,1,0,0,44,79,371,0,0,0
Feb-12,FIRE,69,1,0,0,802,27,4077,0,0,0
Feb-12,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
Feb-12,RIVERBANK EROSION,2,0,0,0,36,0,160,0,0,0
Mar-12,FIRE,82,2,0,0,381,132,2961,0,0,0
Mar-12,OTHER,2,0,0,0,0,0,52,0,0,0
Mar-12,STORM,2,0,0,0,0,0,0,0,0,0
Mar-12,URBAN FIRE,1,0,0,0,2,0,21,0,0,0
Apr-12,FIRE,57,5,0,0,142,24,803,0,0,0
Apr-12,FLOOD,4,0,0,0,4442,129,18391,0,0,0
Apr-12,STORM,41,2,0,0,408,310,2888,0,0,0
Apr-12,URBAN FIRE,2,0,0,0,0,2,0,0,0,0
May-12,CYCLONE,2,0,0,0,0,0,0,0,0,0
May-12,FIRE,56,1,0,0,70,23,294,0,0,0
May-12,LANDSLIDE,1,0,0,0,0,0,6,0,0,0
May-12,STORM,48,0,0,0,342,96,2068,0,0,0
May-12,THUNDER LIGHTING STROKE,21,27,0,0,0,0,12,0,0,0
May-12,URBAN FIRE,6,0,0,0,10,0,0,0,0,0
Jun-12,BUILDING COLLAPSE,1,0,0,0,0,3,20,0,0,0
